id,name,description,img_url,category,inventory,price
179,Buckshot Bluetooth Speaker,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Buckshot is a super-portable, multifunctional, rugged and water-resistant wireless speaker.  It's loaded with features like an included bike mount, a microphone for calls and a shock-resistant body. </p>
<p>The Buckshot features the same angular, triangle-themed design that is signature to many of the other products in the Outdoor Tech lineup. The rugged, rubberized exterior means that it's no big deal if you drop it from time to time, and the built-in speakerphone and microphone means that you can have little hands-free calls with your therapist basically wherever you want. The included bicycle mount allows you to mount the Buckshot to your bicycle handlebars or anything else with a similar profile. Compact, portable music has never been a more viable option.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Buckshot-black.jpeg?v=1438625060,"Accessories, Essentials, Phone Accessories, Speakers",74,76.95
180,Crane Bell,<p><p></p></p>,https://cdn.shopify.com/s/files/1/0923/8062/products/crane-copper-bell-WEB.jpeg?v=1438625053,"Accessories, Bells, Goods",94,76.95
181,Interlock Integrated Bike Lock,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Annoyed by carrying your bike lock? The rattling, clanging, or ugly mounting hardware? The InterLock is a lock that hides inside of your bike! All you need to do is replace the seatpost with this one - that comes with a permanently attached bike lock!</p>
<ul>
<li>25.4mm seatpost</li>
<li>﻿Cables are 90cm total length, or 35.4 inches if you’re imperially inclined.</li>
<li>Product weight: 620 Grams including lock and seatpost.</li>
<li>Seatpost is 3D Forged, 6061 Aluminium.</li>
</ul></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Interlock_Black_3RD_WEB.jpeg?v=1438625046,"Accessories, Locks, Saddles and Seatposts, Seatposts and Clamps",74,17.95
182,Lima,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Gloss rose gold frame with stealthy matte black wheels</p>
<p>The Gold is not just any gold. The Gold is Rose Gold. For a golden angel like you, you deserve nothing less. Fully outfitted with black components, The Lima contrasts beautifully with matching a matching black saddle and grips.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/LIMA_2014_SEAMLESS_SIDE_KENDA_WEB.jpeg?v=1438625032,"50cm, 54cm, 58cm, Bicycle, Bicycles, Gold, Red",91,178.95
183,Alfa,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Sunshine, blue skies, a gentle breeze – you can spend all year waiting for perfect bike weather or you can grab an Alfa and make your own. Whatever the forecast, Alfa makes every day a beautiful day for a ride.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ALFA_SIDE_WEB.jpeg?v=1442512858,"Bicycle, Bicycles, Bike, Blue, Fixed Gear, Fixie, Pure Fix Cycles, White, WTB",32,199.95
184,Charlie,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Charlie</h3>
<p class=""lead"">Is there anything more timeless than a little red bicycle? With its deep dish white wheels, the Charlie is a contemporary spin on the American classic.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/CHARLIE_2015_SEAMLESS_SIDE_WEB.jpeg?v=1438624998,"50cm, 54cm, 58cm, Bicycle, Bicycles, Bike, Black, College Fixie, Fixed Gear, Fixie, Pure Fix Cycles, Red, Urban Fixie",88,43.95
185,Glow in the Dark Fixed Gear Frameset,<p><p>The Pure Fix frame set comes standard with a matching frame and fork.  The frames are constructed with ultra-durable steel and will be perfect for your fixie build.</p></p>,https://cdn.shopify.com/s/files/1/0923/8062/products/red-black_bfc56dc8-5389-4e45-b7fd-d13445bbd7d4.jpeg?v=1438624982,"Framesets, Glow, Glow Framesets, Glow Green, Glow Salmon, Glow White, Green, Original Framesets, Parts, Red, White",15,51.95
186,Chamois Butt'r,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Chamois Butt’r® is the Original non-greasy chamois cream and the favorite of professional and recreational cyclists.</p>
<p>Developed in 1988 by Steve Mathews, a cyclist and Physical Therapist, in conjunction with chemists, physicians and professional cyclists, Chamois Butt’r® sets the standard for high quality chamois creams in the US.</p>
<p>Manufactured with only the highest quality ingredients adhering to the FDA’s Good Manufacturing Practice (GMP) guidelines, Chamois Butt’r® products are paraben free, gluten free and contain no artificial colors or fragrances.</p>
<h3>DIRECTIONS:</h3>
<p>Apply liberally to skin and chamois before each ride. May be applied to any skin areas that rub together or against clothing.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/chamois-buttr-web.jpeg?v=1438624977,"Accessories, Tools",3,162.95
187,Continental Gatorskin 700x23C Tire,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>You know why it’s tough to insult an alligator?  Cause its got thick skin.  And if you think of insults as tire punctures, then you’ll start to understand why these bad boys are called Gatorskins…because they’re tough.  Really tough.  Like, really, really tough.  Commuters everywhere swear by ‘em, rogue nails fear ‘em, and tubes love ‘em.  So grab some gators, and keep on rolling.</p>
<ul>
<li>Durable carbon black mixture and 3/180 tpi carcass</li>
<li>Puncture protection system with DuraSkin anti cut fabric and PolyXBreaker</li>
<li>Can be used on the way to work as well as training or for sportives</li>
</ul></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/GATORSKIN-23c-WEB.jpeg?v=1438624974,"Accessories, Parts, Tires, Tires and Tubes, Tools and Maintenance, Wheelsets and Accessories",52,92.95
188,Brooks Cambium C17 Saddle,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Brooks has always been a crowd-favorite, but this is their first saddle that's a cow-favorite too!  Replacing their standard leather with a state of the art vulcanized rubber and organic cotton blend, means you get a saddle that delivers the comfort Brooks is famous for with the added benefit of being waterproof, maintenance-free, and animal-friendly.  Grab one and get mooo-ving!</p>
<h3>Made in Italy</h3></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/cambium-natural-top-web.jpeg?v=1438624969,"Black, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts",92,185.95
189,Brooks Adjustable Length Leather Ring Grips,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Brooks has pampered biking butts for years, and now they're bringing their trademark level of comfort, class, and style to your hands.  Made from the same natural leather as their saddles, held together by 3 wheel-spokes, and designed by the best in the industry, these grips will keep your hands on the bars and are adjustable to whatever width you need!</p>
<br>
<h3>Made in Italy</h3></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/grip-rings-brown-web.jpeg?v=1438624961,"Bars Tape Grips and Stems, Brooks, Grips, Grips and Tape, Leather, Parts",67,22.95
190,Leather 6-Pack Holder,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p><span>Walnut Studiolo originally designed the Frame Cinch for a Hardcourt Bike Polo aficionado, but they soon realized that it had boundless versatility. The Frame Cinch can’t wait to hold all kinds of narrow objects to your bike. Just imagine; Bike Polo mallets, six-packs, fly-fishing rods, even kayak paddles—they’re all right at home on your bike, thanks to the Frame Cinch.</span></p>
<p>The Frame Cinch has been recognized by Architizer as one of the Ten Best Bike-related Design Innovations of 2011.</p>
<p>The six-pack rests nicely between your legs, cradled by your knees (not knocking into them!).  </p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/6pack-holder--blackleather-WEB.jpeg?v=1438624959,"Accessories, City Accessories, Goods, Leather, Things We Love",80,169.95
191,Leather City Grips,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Old-fashioned sew-on leather bike grips for your city bicycle handlebars. </p>
<p>Leather is functional and tactile, and it wears beautifully the more it is handled (and it's fine in the rain!). </p>
<p>Leather bike grips get grippier when wet, and more beautiful with age as the oils in your hand give it a nice patina. </p>
<p>The leather is made with vegetable-tanned leather I finish with a combination process including Walnut Studiolo's weatherproofing dressing.</p>
<p>Pre-punched stitching guides along the sides, and comes with choice of white, tan, dark brown, or black waxed thread stitching kit.</p>
<h3>How to install</h3>
<span class=""sg-embed-wrapper"" data-url=""//snapguide.com/embed/v2/guide/install-leather-city-bike-grips/?theme_color=f9674d"" data-format=""wide"" data-slug=""install-leather-city-bike-grips"" data-width=""516px"" data-height=""474px"">Check out <a href=""http://snp.gd/hbbtco"">How to Install Leather City Bike Grips</a> by <a target=""_blank"" href=""//snapguide.com/walnut-studiolo/"">Walnut Studiolo</a> on <a href=""//snapguide.com/"">Snapguide</a>.
<script src=""//snapguide.com/load-embed.js""></script>
</span></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/sew-on-leather-grips-brown-seamless-WEB.jpeg?v=1438624954,"Accessories, City Accessories, Grips, Grips and Tape, Leather, Parts",47,156.95
192,Leather Little Lifter,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The original bicycle frame handle launched by Walnut Studiolo on <a href=""http://www.kickstarter.com/projects/walnutstudiolo/bicycle-frame-handle"" target=""_blank"">Kickstarter</a>. The frame handle (a.k.a. “The Little Lifter”!)  is a comfortable, stylish, sturdy, and easy-to-use leather handle for carrying your bicycle, whether it's up the stairs, across the tracks, or onto the metro.          </p>
<p>Designed for commuters, this minimalist handle makes carrying your bike actually feel easier and lighter by lowering the center of gravity and using your normal muscle groups for lifting and holding your bicycle, same as lifting a grocery bag or carrying a briefcase. </p>
<p>Most riders pick up their bike by the top tube, which requires you to bend your elbow at an uncomfortable angle. This causes strain on your elbow and shoulder and makes carrying your bike any distance feel awkward.</p>
<p>Because it’s easier to lift a bike with the Frame Handle, you’re more in control when walking up stairs or in a crowded setting.</p>
<p>The Frame Handle has two adjustable buckles. One that wraps around the down-tube and one around the seat-tube. It can be mounted above the derailleur and below most water bottle cages.</p>
<p>The leather used is USA-tanned leather from American steers in St. Louis, Missouri with hardware sourced from an Ohio leather company.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/little-lifter-all-web.jpeg?v=1438624947,"Accessories, City Accessories, Goods, Leather, Things We Love",94,116.95
193,Kenda Kwest Tire 650C: 23C,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>A classic tire redesigned with fixie riding in mind - modern-day performance with reinforced sidewalls.</p>
<p>Kenda 650Cx23c tire.</p>
<p><strong>Comes as a single tire.</strong></p>
<p>Sizes Available: 23C</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/kekks1-1_aeef6e4f-d3fd-4644-a372-e42206df8d25.jpeg?v=1438624940,"700C, Black, Kenda, Parts, Tire, Tires, Tires and Tubes, Tools and Maintenance, Wheelsets and Accessories",36,115.95
194,Iris,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h2>Eye-Popping, Color-Shifting frame with Matte Black Deep V rims.</h2>
<p class=""lead"">This Limited Edition Iris is much more than meets the eye. Clad in light reactive paint, Iris sparkles, shimmers and changes hue in the sunlight. We have just a handful of these eye-catching, color-shifting beauties and you can only get one directly from Pure Fix Cycles so grab one now because these speedy steeds will be gone in a blink.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/IRIS_2014_SEAMLESS_SIDE_KENDA_WEB_2048x1365_LIMITEDEDITION.jpeg?v=1438624935,"Bicycle, Black, Fixed Gear, Grey, Limited Edition, Pure Fix Cycles",2,37.95
